naive,all,false,8,0.443498,92
naive,all,false,8,0.369789,92
naive,all,false,8,0.499356,92
naive,all,false,8,0.387207,92
naive,all,false,8,0.455944,92
naive,all,false,8,0.411708,92
naive,all,false,8,0.539202,92
naive,all,false,8,0.430036,92
naive,all,false,8,0.434372,92
naive,all,false,8,0.464416,92
naive,all,false,8,0.512304,92
fun,all,false,8,0.002418,92
fun,all,false,8,0.002337,92
fun,all,false,8,0.002430,92
fun,all,false,8,0.002402,92
fun,all,false,8,0.002267,92
fun,all,false,8,0.002410,92
fun,all,false,8,0.002416,92
fun,all,false,8,0.002324,92
fun,all,false,8,0.002406,92
fun,all,false,8,0.002316,92
fun,all,false,8,0.002353,92
mod,all,false,8,0.002068,92
mod,all,false,8,0.001984,92
mod,all,false,8,0.002005,92
mod,all,false,8,0.001870,92
mod,all,false,8,0.001877,92
mod,all,false,8,0.002091,92
mod,all,false,8,0.002114,92
mod,all,false,8,0.001944,92
mod,all,false,8,0.002062,92
mod,all,false,8,0.002012,92
mod,all,false,8,0.002147,92
eff,all,false,8,0.001192,92
eff,all,false,8,0.001245,92
eff,all,false,8,0.001187,92
eff,all,false,8,0.001260,92
eff,all,false,8,0.001298,92
eff,all,false,8,0.001198,92
eff,all,false,8,0.001216,92
eff,all,false,8,0.001339,92
eff,all,false,8,0.001254,92
eff,all,false,8,0.001413,92
eff,all,false,8,0.001531,92
bespoke,all,false,8,0.000207,92
bespoke,all,false,8,0.000297,92
bespoke,all,false,8,0.000203,92
bespoke,all,false,8,0.000283,92
bespoke,all,false,8,0.000292,92
bespoke,all,false,8,0.000295,92
bespoke,all,false,8,0.000205,92
bespoke,all,false,8,0.000302,92
bespoke,all,false,8,0.000206,92
bespoke,all,false,8,0.000215,92
bespoke,all,false,8,0.000206,92
naive,all,false,10,207.889382,724
naive,all,false,10,201.267948,724
naive,all,false,10,204.976896,724
naive,all,false,10,207.316621,724
naive,all,false,10,204.402806,724
naive,all,false,10,202.359868,724
naive,all,false,10,211.775681,724
naive,all,false,10,210.835337,724
naive,all,false,10,210.277663,724
naive,all,false,10,209.430530,724
naive,all,false,10,205.176607,724
fun,all,false,10,0.079510,724
fun,all,false,10,0.121277,724
fun,all,false,10,0.099644,724
fun,all,false,10,0.078714,724
fun,all,false,10,0.115035,724
fun,all,false,10,0.082840,724
fun,all,false,10,0.109333,724
fun,all,false,10,0.116425,724
fun,all,false,10,0.101743,724
fun,all,false,10,0.111178,724
fun,all,false,10,0.105021,724
mod,all,false,10,0.053553,724
mod,all,false,10,0.066119,724
mod,all,false,10,0.076460,724
mod,all,false,10,0.064330,724
mod,all,false,10,0.058800,724
mod,all,false,10,0.062956,724
mod,all,false,10,0.108064,724
mod,all,false,10,0.054311,724
mod,all,false,10,0.056983,724
mod,all,false,10,0.054136,724
mod,all,false,10,0.048268,724
eff,all,false,10,0.035571,724
eff,all,false,10,0.047163,724
eff,all,false,10,0.035053,724
eff,all,false,10,0.035018,724
eff,all,false,10,0.035116,724
eff,all,false,10,0.089187,724
eff,all,false,10,0.034896,724
eff,all,false,10,0.034792,724
eff,all,false,10,0.035486,724
eff,all,false,10,0.088157,724
eff,all,false,10,0.026924,724
bespoke,all,false,10,0.006048,724
bespoke,all,false,10,0.005852,724
bespoke,all,false,10,0.005852,724
bespoke,all,false,10,0.005957,724
bespoke,all,false,10,0.005982,724
bespoke,all,false,10,0.006283,724
bespoke,all,false,10,0.006329,724
bespoke,all,false,10,0.006331,724
bespoke,all,false,10,0.006297,724
bespoke,all,false,10,0.006437,724
bespoke,all,false,10,0.006313,724
naive,all,false,12,0.000001,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000000,0
naive,all,false,12,0.000001,0
naive,all,false,12,0.000000,0
fun,all,false,12,3.425153,14200
fun,all,false,12,4.027313,14200
fun,all,false,12,3.673914,14200
fun,all,false,12,3.208732,14200
fun,all,false,12,3.331397,14200
fun,all,false,12,2.783682,14200
fun,all,false,12,3.576987,14200
fun,all,false,12,3.204185,14200
fun,all,false,12,3.186542,14200
fun,all,false,12,3.166607,14200
fun,all,false,12,3.195907,14200
mod,all,false,12,2.003377,14200
mod,all,false,12,2.026269,14200
mod,all,false,12,1.985314,14200
mod,all,false,12,1.765279,14200
mod,all,false,12,1.785345,14200
mod,all,false,12,1.785107,14200
mod,all,false,12,1.983088,14200
mod,all,false,12,1.762367,14200
mod,all,false,12,2.079672,14200
mod,all,false,12,1.932767,14200
mod,all,false,12,2.008660,14200
eff,all,false,12,1.120833,14200
eff,all,false,12,1.201368,14200
eff,all,false,12,1.128811,14200
eff,all,false,12,1.272196,14200
eff,all,false,12,1.110490,14200
eff,all,false,12,1.157932,14200
eff,all,false,12,1.206475,14200
eff,all,false,12,1.140275,14200
eff,all,false,12,1.172951,14200
eff,all,false,12,1.185738,14200
eff,all,false,12,1.125633,14200
bespoke,all,false,12,0.204707,14200
bespoke,all,false,12,0.221690,14200
bespoke,all,false,12,0.231378,14200
bespoke,all,false,12,0.246875,14200
bespoke,all,false,12,0.203897,14200
bespoke,all,false,12,0.213566,14200
bespoke,all,false,12,0.204715,14200
bespoke,all,false,12,0.226481,14200
bespoke,all,false,12,0.226926,14200
bespoke,all,false,12,0.194065,14200
bespoke,all,false,12,0.232368,14200
