naive,20,1,3.412367,(1, -1)
naive,20,1,3.422551,(1, -1)
naive,20,1,3.338495,(1, -1)
naive,20,1,3.397162,(1, -1)
naive,20,1,3.494141,(1, -1)
naive,20,1,3.334603,(1, -1)
naive,20,1,3.370844,(1, -1)
naive,20,1,3.370998,(1, -1)
naive,20,1,3.318623,(1, -1)
naive,20,1,3.386356,(1, -1)
naive,20,1,6.046421,(1, -1)
berger,20,1,0.903509,(1, -1)
berger,20,1,0.918385,(1, -1)
berger,20,1,0.892033,(1, -1)
berger,20,1,1.361580,(1, -1)
berger,20,1,2.172632,(1, -1)
berger,20,1,1.911310,(1, -1)
berger,20,1,1.444532,(1, -1)
berger,20,1,2.086682,(1, -1)
berger,20,1,1.886365,(1, -1)
berger,20,1,2.163098,(1, -1)
berger,20,1,1.863174,(1, -1)
pruned,20,1,0.328591,(1, -1)
pruned,20,1,0.326196,(1, -1)
pruned,20,1,0.545980,(1, -1)
pruned,20,1,0.395932,(1, -1)
pruned,20,1,0.677936,(1, -1)
pruned,20,1,0.721603,(1, -1)
pruned,20,1,0.793245,(1, -1)
pruned,20,1,0.717054,(1, -1)
pruned,20,1,0.683501,(1, -1)
pruned,20,1,0.640776,(1, -1)
pruned,20,1,0.636939,(1, -1)
eff,20,1,0.454122,(1, -1)
eff,20,1,0.524631,(1, -1)
eff,20,1,0.531762,(1, -1)
eff,20,1,0.493347,(1, -1)
eff,20,1,0.528189,(1, -1)
eff,20,1,0.514632,(1, -1)
eff,20,1,0.554654,(1, -1)
eff,20,1,0.529338,(1, -1)
eff,20,1,0.468089,(1, -1)
eff,20,1,0.468257,(1, -1)
eff,20,1,0.460554,(1, -1)
