naive,15,1,1.533336,(357913429, -30)
naive,15,1,1.533031,(357913429, -30)
naive,15,1,1.535033,(357913429, -30)
naive,15,1,1.534144,(357913429, -30)
naive,15,1,1.533920,(357913429, -30)
naive,15,1,1.530796,(357913429, -30)
naive,15,1,1.531630,(357913429, -30)
naive,15,1,1.552207,(357913429, -30)
naive,15,1,1.530165,(357913429, -30)
naive,15,1,1.532795,(357913429, -30)
naive,15,1,1.534707,(357913429, -30)
berger,15,1,0.573073,(357913429, -30)
berger,15,1,0.574089,(357913429, -30)
berger,15,1,0.575369,(357913429, -30)
berger,15,1,0.573491,(357913429, -30)
berger,15,1,0.572433,(357913429, -30)
berger,15,1,0.572917,(357913429, -30)
berger,15,1,0.573355,(357913429, -30)
berger,15,1,0.572796,(357913429, -30)
berger,15,1,0.572978,(357913429, -30)
berger,15,1,0.573015,(357913429, -30)
berger,15,1,0.574716,(357913429, -30)
pruned,15,1,0.111722,(357913429, -30)
pruned,15,1,0.111612,(357913429, -30)
pruned,15,1,0.111713,(357913429, -30)
pruned,15,1,0.110468,(357913429, -30)
pruned,15,1,0.110806,(357913429, -30)
pruned,15,1,0.110609,(357913429, -30)
pruned,15,1,0.118901,(357913429, -30)
pruned,15,1,0.114069,(357913429, -30)
pruned,15,1,0.111067,(357913429, -30)
pruned,15,1,0.110916,(357913429, -30)
pruned,15,1,0.118609,(357913429, -30)
eff,15,1,0.069200,(357913429, -30)
eff,15,1,0.069214,(357913429, -30)
eff,15,1,0.073511,(357913429, -30)
eff,15,1,0.074849,(357913429, -30)
eff,15,1,0.076858,(357913429, -30)
eff,15,1,0.070048,(357913429, -30)
eff,15,1,0.067955,(357913429, -30)
eff,15,1,0.070013,(357913429, -30)
eff,15,1,0.071811,(357913429, -30)
eff,15,1,0.065774,(357913429, -30)
eff,15,1,0.074124,(357913429, -30)
naive,15,2,13.239350,(-6299289887, -35)
naive,15,2,13.257558,(-6299289887, -35)
naive,15,2,25.425417,(-6299289887, -35)
naive,15,2,25.340783,(-6299289887, -35)
naive,15,2,15.649266,(-6299289887, -35)
naive,15,2,25.235053,(-6299289887, -35)
naive,15,2,27.346060,(-6299289887, -35)
naive,15,2,25.664211,(-6299289887, -35)
naive,15,2,25.114396,(-6299289887, -35)
naive,15,2,25.018289,(-6299289887, -35)
naive,15,2,25.021835,(-6299289887, -35)
berger,15,2,7.905381,(-6299289887, -35)
berger,15,2,7.975563,(-6299289887, -35)
berger,15,2,7.912290,(-6299289887, -35)
berger,15,2,7.902242,(-6299289887, -35)
berger,15,2,7.899098,(-6299289887, -35)
berger,15,2,8.044010,(-6299289887, -35)
berger,15,2,7.910483,(-6299289887, -35)
berger,15,2,7.952560,(-6299289887, -35)
berger,15,2,7.944862,(-6299289887, -35)
berger,15,2,7.948544,(-6299289887, -35)
berger,15,2,7.991308,(-6299289887, -35)
pruned,15,2,1.681431,(-6299289887, -35)
pruned,15,2,1.670301,(-6299289887, -35)
pruned,15,2,1.673318,(-6299289887, -35)
pruned,15,2,1.613822,(-6299289887, -35)
pruned,15,2,1.597117,(-6299289887, -35)
pruned,15,2,1.675968,(-6299289887, -35)
pruned,15,2,1.660333,(-6299289887, -35)
pruned,15,2,1.617206,(-6299289887, -35)
pruned,15,2,1.668830,(-6299289887, -35)
pruned,15,2,1.657313,(-6299289887, -35)
pruned,15,2,1.626888,(-6299289887, -35)
eff,15,2,0.410506,(-6299289887, -35)
eff,15,2,0.434261,(-6299289887, -35)
eff,15,2,0.429610,(-6299289887, -35)
eff,15,2,0.413626,(-6299289887, -35)
eff,15,2,0.433481,(-6299289887, -35)
eff,15,2,0.421573,(-6299289887, -35)
eff,15,2,0.357459,(-6299289887, -35)
eff,15,2,0.373307,(-6299289887, -35)
eff,15,2,0.372668,(-6299289887, -35)
eff,15,2,0.369053,(-6299289887, -35)
eff,15,2,0.363044,(-6299289887, -35)
naive,15,3,116.102527,(-9360359951, -36)
naive,15,3,79.315797,(-9360359951, -36)
naive,15,3,100.838342,(-9360359951, -36)
naive,15,3,92.660014,(-9360359951, -36)
naive,15,3,103.130737,(-9360359951, -36)
naive,15,3,79.689681,(-9360359951, -36)
naive,15,3,150.850583,(-9360359951, -36)
naive,15,3,106.674771,(-9360359951, -36)
naive,15,3,78.956728,(-9360359951, -36)
naive,15,3,79.305599,(-9360359951, -36)
naive,15,3,100.444540,(-9360359951, -36)
berger,15,3,20.387182,(-9360359951, -36)
berger,15,3,20.911868,(-9360359951, -36)
berger,15,3,20.201719,(-9360359951, -36)
berger,15,3,20.401870,(-9360359951, -36)
berger,15,3,20.185920,(-9360359951, -36)
berger,15,3,39.953841,(-9360359951, -36)
berger,15,3,38.358849,(-9360359951, -36)
berger,15,3,27.773287,(-9360359951, -36)
berger,15,3,38.058439,(-9360359951, -36)
berger,15,3,37.943802,(-9360359951, -36)
berger,15,3,38.836977,(-9360359951, -36)
pruned,15,3,8.906095,(-9360359951, -36)
pruned,15,3,7.284441,(-9360359951, -36)
pruned,15,3,4.703924,(-9360359951, -36)
pruned,15,3,4.757371,(-9360359951, -36)
pruned,15,3,8.935868,(-9360359951, -36)
pruned,15,3,9.018765,(-9360359951, -36)
pruned,15,3,8.957731,(-9360359951, -36)
pruned,15,3,8.987479,(-9360359951, -36)
pruned,15,3,8.913966,(-9360359951, -36)
pruned,15,3,8.944944,(-9360359951, -36)
pruned,15,3,8.920875,(-9360359951, -36)
eff,15,3,2.164545,(-9360359951, -36)
eff,15,3,2.218999,(-9360359951, -36)
eff,15,3,2.200035,(-9360359951, -36)
eff,15,3,2.219078,(-9360359951, -36)
eff,15,3,2.178541,(-9360359951, -36)
eff,15,3,2.219028,(-9360359951, -36)
eff,15,3,2.211648,(-9360359951, -36)
eff,15,3,2.217994,(-9360359951, -36)
eff,15,3,2.240222,(-9360359951, -36)
eff,15,3,2.252648,(-9360359951, -36)
eff,15,3,2.193119,(-9360359951, -36)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
naive,15,4,0.000000,(0, -1)
berger,15,4,78.970181,(-42633981081, -40)
berger,15,4,100.533682,(-42633981081, -40)
berger,15,4,115.749459,(-42633981081, -40)
berger,15,4,79.099277,(-42633981081, -40)
berger,15,4,79.653259,(-42633981081, -40)
berger,15,4,79.894238,(-42633981081, -40)
berger,15,4,79.085918,(-42633981081, -40)
berger,15,4,87.434706,(-42633981081, -40)
berger,15,4,91.948981,(-42633981081, -40)
berger,15,4,78.805518,(-42633981081, -40)
berger,15,4,99.775835,(-42633981081, -40)
pruned,15,4,21.284975,(-42633981081, -40)
pruned,15,4,21.010365,(-42633981081, -40)
pruned,15,4,20.975778,(-42633981081, -40)
pruned,15,4,21.360807,(-42633981081, -40)
pruned,15,4,21.092315,(-42633981081, -40)
pruned,15,4,41.003846,(-42633981081, -40)
pruned,15,4,39.421554,(-42633981081, -40)
pruned,15,4,25.656908,(-42633981081, -40)
pruned,15,4,39.333666,(-42633981081, -40)
pruned,15,4,38.992720,(-42633981081, -40)
pruned,15,4,40.394815,(-42633981081, -40)
eff,15,4,7.067918,(-42633981081, -40)
eff,15,4,7.089546,(-42633981081, -40)
eff,15,4,7.082537,(-42633981081, -40)
eff,15,4,7.108891,(-42633981081, -40)
eff,15,4,7.059750,(-42633981081, -40)
eff,15,4,7.093243,(-42633981081, -40)
eff,15,4,7.073185,(-42633981081, -40)
eff,15,4,7.063585,(-42633981081, -40)
eff,15,4,7.074800,(-42633981081, -40)
eff,15,4,7.058120,(-42633981081, -40)
eff,15,4,7.073739,(-42633981081, -40)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
naive,15,5,0.000000,(0, -1)
berger,15,5,265.589552,(-16548145409, -40)
berger,15,5,265.682805,(-16548145409, -40)
berger,15,5,264.577014,(-16548145409, -40)
berger,15,5,301.478462,(-16548145409, -40)
berger,15,5,266.346291,(-16548145409, -40)
berger,15,5,265.805994,(-16548145409, -40)
berger,15,5,265.428933,(-16548145409, -40)
berger,15,5,266.914614,(-16548145409, -40)
berger,15,5,265.494276,(-16548145409, -40)
berger,15,5,263.594230,(-16548145409, -40)
berger,15,5,265.323747,(-16548145409, -40)
pruned,15,5,80.673142,(-16548145409, -40)
pruned,15,5,80.832660,(-16548145409, -40)
pruned,15,5,80.024210,(-16548145409, -40)
pruned,15,5,80.320403,(-16548145409, -40)
pruned,15,5,80.983847,(-16548145409, -40)
pruned,15,5,81.300817,(-16548145409, -40)
pruned,15,5,81.009370,(-16548145409, -40)
pruned,15,5,115.939315,(-16548145409, -40)
pruned,15,5,79.723703,(-16548145409, -40)
pruned,15,5,79.969470,(-16548145409, -40)
pruned,15,5,79.271911,(-16548145409, -40)
eff,15,5,22.992413,(-16548145409, -40)
eff,15,5,23.029143,(-16548145409, -40)
eff,15,5,23.215776,(-16548145409, -40)
eff,15,5,23.198484,(-16548145409, -40)
eff,15,5,23.130874,(-16548145409, -40)
eff,15,5,22.862548,(-16548145409, -40)
eff,15,5,23.604393,(-16548145409, -40)
eff,15,5,24.801153,(-16548145409, -40)
eff,15,5,23.021194,(-16548145409, -40)
eff,15,5,22.773845,(-16548145409, -40)
eff,15,5,22.802411,(-16548145409, -40)
